"JOIN_NO","EXT_KEY"
"1583111","KEY"
"1570610","KEY"
"1574082","KEY"
"1583490","KEY"
"1576693","KEY"
"1576796","KEY"
"1577005","KEY"
"1577207","KEY"
"1570749","SPEZ"
"1582813","KEY"
"1574456","KEY"
"548369","KEY"
"1571471","KEY"
"1583892","KEY"
"1583029","KEY"
"1571903","KEY"
"1574945","KEY"
"1582912","KEY"
"1571950","KEY"
"1583018","KEY"
"1572442","KEY"
"1575141","KEY"
"6179084","KEY"
"1569720","KEY"
"1572716","KEY"
"6196711","KEY"
"1570090","KEY"
"1572780","KEY"
"1572839","KEY"
"1582624","KEY"
"1570275","KEY"
"1570296","KEY"
"1573282","KEY"
"1575534","KEY"
"1569164","KEY"
"6198396","KEY"
"1577854","KEY"
"1579744","KEY"
"1583602","KEY"
"1581594","KEY"
"1574680","KEY"
"1574833","KEY"
"1576196","KEY"
"1576231","KEY"
"1577676","KEY"
"1580351","KEY"
"1581411","KEY"
"1581507","KEY"
"1583837","KEY"
"1447178","KEY"
"1413717","KEY"
"1179682","KEY"
"1576381","KEY"
"1579608","KEY"
"1581535","KEY"
"1401253","KEY"
"1582225","KEY"
"1579995","KEY"
"1265305","KEY"
"1582674","KEY"
"1570854","KEY"
"1572985","KEY"
"1573120","KEY"
"1569977","KEY"
"1578208","KEY"
"1578883","KEY"
"1580822","KEY"
"1583888","KEY"
"1583889","KEY"
"1581116","KEY"
"1582803","KEY"
"1583635","KEY"
"316002","GROS"
"1569628","KEY"
"498127","KEY"
"1570822","KEY"
"1578379","SPEZ"
"1569057","KEY"
"1573606","KEY"
"1583470","KEY"
"1583362","KEY"
"1581218","KEY"
"1581240","KEY"
"1570462","KEY"
"1582999","KEY"
"1570637","KEY"
"1571616","KEY"
"1582038","KEY"
"1582126","KEY"
"1582180","KEY"
"1575377","KEY"
"1575498","KEY"
"1575529","KEY"
"1575556","KEY"
"1575569","KEY"
"1573720","KEY"
"1570604","KEY"
"1583252","KEY"
"1578753","KEY"
"1568827","KEY"
"1583675","KEY"
"1571088","KEY"
"1574338","KEY"
"1575857","KEY"
"1582136","KEY"
"1571734","KEY"
"1583046","KEY"
"1572859","KEY"
"1573043","KEY"
"1573102","GROS"
"1573103","KEY"
"1582873","KEY"
"1573952","KEY"
"1574118","KEY"
"1574191","KEY"
"1575717","KEY"
"430194","KEY"
"1570791","KEY"
"1443472","KEY"
"1573132","KEY"
"1578887","KEY"
"1579007","KEY"
"1580370","KEY"
"1582806","KEY"
"1582601","KEY"
"1569319","KEY"
"1569446","KEY"
"1569463","KEY"
"1445809","KEY"
"1571604","KEY"
"1571770","SPEZ"
"1574378","KEY"
"1575714","KEY"
"1578764","KEY"
"1581099","KEY"
"1581152","KEY"
"1583636","KEY"
"1574471","KEY"
"1574574","KEY"
"1574754","KEY"
"1574767","KEY"
"1574813","KEY"
"1571766","KEY"
"1580779","KEY"
"1580879","KEY"
"1569712","KEY"
"1569716","KEY"
"1569748","KEY"
"1569853","KEY"
"1569053","KEY"
"1571910","KEY"
"1572190","KEY"
"1574532","KEY"
"1574569","KEY"
"1576897","KEY"
"1579099","KEY"
"1582460","KEY"
"1581931","KEY"
"1582125","KEY"
"1582128","KEY"
"1582587","KEY"
"1571641","KEY"
"1573689","KEY"
"1573775","KEY"
"1573839","KEY"
"1576575","KEY"
"1569185","KEY"
"1576946","KEY"
"1577092","KEY"
"1577803","KEY"
"1579248","KEY"
"1579266","KEY"
"1579302","KEY"
"1583632","KEY"
"1570076","KEY"
"1574672","KEY"
"1581390","KEY"
"1581404","KEY"
"1569367","KEY"
"1569385","KEY"
"1583048","KEY"
"1577168","GROS"
"1583730","KEY"
"1582734","KEY"
"1580249","KEY"
"1579650","KEY"
"1570320","KEY"
"1574787","KEY"
"1574818","KEY"
"1574906","KEY"
"1577481","KEY"
"1579563","KEY"
"1569629","KEY"
"1569083","KEY"
"1157565","KEY"
"1569785","KEY"
"1569828","KEY"
"398801","KEY"
"1569240","KEY"
"1569245","KEY"
"1426537","GROS"
"6150294","KEY"
"1427242","KEY"
"1530076","KEY"
"1575547","KEY"
"1569207","KEY"
"1578536","KEY"
"1576528","KEY"
"1576703","KEY"
"1569009","SPEZ"
"1580230","KEY"
"1580255","KEY"
"1570343","KEY"
"1570520","KEY"
"1570580","KEY"
"1583848","KEY"
"1583288","KEY"
"1580371","KEY"
"1580310","KEY"
"1580343","KEY"
"1580478","KEY"
"1576274","KEY"
"1578822","SPEZ"
"1448882","KEY"
"1575055","KEY"
"1582035","KEY"
"1582103","KEY"
"1582152","KEY"
"1582238","KEY"
"1572386","KEY"
"1247327","KEY"
"1576463","KEY"
"1576532","KEY"
"1583125","KEY"
"1578961","KEY"
"1578963","KEY"
"1580621","KEY"
"1580712","KEY"
"1578695","KEY"
"1582229","KEY"
"1582597","KEY"
"1569299","KEY"
"6196775","KEY"
"1572693","KEY"
"1583202","GKM"
"1575302","KEY"
"1576955","KEY"
"1578806","KEY"
"1582851","KEY"
"1573909","KEY"
"1577002","KEY"
"1577018","KEY"
"1573143","KEY"
"1581168","KEY"
"1575874","KEY"
"1575884","KEY"
"1579073","KEY"
"1583839","KEY"
"1569377","GROS"
"1569396","KEY"
"1366985","KEY"
"1579258","KEY"
"1579290","KEY"
"1579326","KEY"
"1579336","KEY"
"1583349","KEY"
"1581420","KEY"
"1575981","KEY"
"1577449","KEY"
"1581065","KEY"
"1568801","KEY"
"1569642","KEY"
"1582972","KEY"
"1569697","KEY"
"1569705","KEY"
"1569861","SPEZ"
"1374180","KEY"
"1583853","KEY"
"1583230","KEY"
"1579541","KEY"
"1571046","KEY"
"1579702","KEY"
"1579751","KEY"
"1581614","KEY"
"1576029","KEY"
"1577682","KEY"
"1577798","KEY"
"1579664","KEY"
"1579824","KEY"
"1583646","KEY"
"1389070","KEY"
"1421538","KEY"
"1575253","KEY"
"1575357","KEY"
"1579803","KEY"
"1576291","KEY"
"1576334","KEY"
"1576360","KEY"
"1579964","KEY"
"1581491","KEY"
"1570041","KEY"
"1570155","KEY"
"1574434","KEY"
"1571895","KEY"
"1571904","KEY"
"1580073","KEY"
"1581904","KEY"
"1582348","KEY"
"1582033","KEY"
"1573141","KEY"
"1573307","KEY"
"1575330","KEY"
"1582785","KEY"
"1577546","KEY"
"1281316","KEY"
"1571012","KEY"
"1574346","KEY"
"1575698","KEY"
"1583147","KEY"
"1580543","KEY"
"1582427","KEY"
"1582138","KEY"
"1575599","KEY"
"1575844","KEY"
"1575858","KEY"
"1578834","KEY"
"1582127","KEY"
"1582148","KEY"
"1571353","KEY"
"1571421","KEY"
"6113998","GKM"
"1570935","KEY"
"1573246","KEY"
"1580833","KEY"
"1580853","KEY"
"1583679","KEY"
"1569346","KEY"
"1569370","KEY"
"1570889","KEY"
"1571283","KEY"
"1573690","KEY"
"1573732","KEY"
"1573798","KEY"
"1577968","KEY"
"1222904","KEY"
"1583758","KEY"
"1583831","KEY"
"1579262","KEY"
"1581058","KEY"
"1582828","KEY"
"1582237","KEY"
"1582641","SPEZ"
"1582523","KEY"
"1569347","KEY"
"1569373","KEY"
"1569193","KEY"
"1578898","KEY"
"1580877","KEY"
"1580878","KEY"
"1569417","KEY"
"1571647","KEY"
"1571700","KEY"
"1573970","KEY"
"1569523","KEY"
"1396809","KEY"
"1572172","KEY"
"1583687","KEY"
"1575689","KEY"
"1574231","KEY"
"1569529","KEY"
"1571973","KEY"
"1579263","KEY"
"1583346","KEY"
"304138","KEY"
"1569852","KEY"
"1572292","KEY"
"737903","KEY"
"1575725","KEY"
"1582887","KEY"
"1413718","KEY"
"1576919","KEY"
"1581517","KEY"
"1569620","KEY"
"1569739","KEY"
"1572321","KEY"
"1571572","KEY"
"1400281","KEY"
"1572971","KEY"
"1573156","KEY"
"1573247","KEY"
"1571909","KEY"
"1571957","KEY"
"1583514","KEY"
"1577760","KEY"
"1579512","KEY"
"1579531","KEY"
"1581562","KEY"
"1572803","KEY"
"1572818","KEY"
"1581870","KEY"
"1570317","KEY"
"1570348","KEY"
"1576396","KEY"
"1578049","KEY"
"1581617","KEY"
"1448303","KEY"
"1570040","KEY"
"1578527","KEY"
"1573659","KEY"
"1583475","KEY"
"1409000","KEY"
"1575812","KEY"
"1576446","KEY"
"1576586","KEY"
"1579631","KEY"
"1580228","KEY"
"1581756","KEY"
"1581865","KEY"
"1581908","KEY"
"1582781","KEY"
"460923","KEY"
"1580359","KEY"
"1583168","KEY"
"1388255","KEY"
"498761","KEY"
"1582996","KEY"
"1570665","KEY"
"1408169","KEY"
"1573869","KEY"
"1573957","KEY"
"1574031","KEY"
"1574104","KEY"
"252893","KEY"
"1574714","KEY"
"1582631","SPEZ"
"1576909","KEY"
"1578774","GKM"
"1580757","KEY"
"1580861",""
"1580876","KEY"
"1582722","KEY"
"1581056","KEY"
"1456044","KEY"
"1581217","KEY"
"1574581","KEY"
"1582743","KEY"
"1432064","KEY"
"1577361","SPEZ"
"1405584","KEY"
"1579743","KEY"
"312983","GKM"
"1582610","KEY"
"1581718","KEY"
"1575108","KEY"
"1569095","KEY"
"1577536","KEY"
"1582381","KEY"
"1399938","KEY"
"1578053","KEY"
"1579814","KEY"
"1582129","KEY"
"1578197","KEY"
"1578241","KEY"
"1579963","KEY"
"1580003","KEY"
"1582568","KEY"
"1382525","KEY"
"1575546","KEY"
"1580578","KEY"
"6130097","KEY"
"6131246","KEY"
"6142260","KEY"
"6142261","KEY"
"6142263","KEY"
"6145321","KEY"
"6148963","KEY"
"6153199","KEY"
"6158530","KEY"
"6160743","KEY"
"6163315","KEY"
"6181485","KEY"
"6180981","SPEZ"
"6196270","KEY"
"6093908","KEY"
"6203736","KEY"
"6186889","KEY"
"6190387","KEY"
"6192841","GKM"
"6196385","GROS"
"6200658","KEY"
"6200661","KEY"
"1584496","KEY"
"1584381","KEY"
"1584670","KEY"
"1584029","KEY"
"6200857","KEY"
"6202290","KEY"
"1615558","KEY"
"6206935","KEY"
"6206936","KEY"
"1584152","KEY"
"1584144","KEY"
"1530256","KEY"
"1529776","KEY"
"1529808","KEY"
"1529828","KEY"
"6199517","KEY"
"1584249","KEY"
"6200665","KEY"
"1584365","KEY"
"1584384","KEY"
"1585142","KEY"
"1585093","KEY"
"1585118","KEY"
"1585149","KEY"
"6132943","KEY"
"6132944","KEY"
"1584566",""
"1584503","KEY"
"1584577","KEY"
"6159243",""
"6159771","KEY"
"1584633","KEY"
"6205176","KEY"
"6206942","KEY"
"1584416","KEY"
"6171074","KEY"
"1584860","KEY"
"6194344","KEY"
"6201177","GKM"
"1584916","KEY"
"1584784","KEY"
"1584799","KEY"
"6171844","KEY"
"6190343","KEY"
"6191723","KEY"
"1585242","KEY"
"1585036","KEY"
"1584925","KEY"
"1584991","KEY"
"6163782","KEY"
"288637","KEY"
"1202376","KEY"
"1369044","KEY"
"1467626",""
"1530154","KEY"
"1533489","KEY"
"1530057","KEY"
"1530151","KEY"
"1530172","KEY"
"1532226","KEY"
"6108372","KEY"
"1585301","KEY"
"6175830","KEY"
"6199392","KEY"
"1400718","KEY"
"6170283","KEY"
"6192556","KEY"
"1585202","KEY"
"1585229","KEY"
"1585289","KEY"
"1585334","KEY"
"6172784","KEY"
"1585431","KEY"
"1609004","KEY"
"1395804","KEY"
"6123374","KEY"
"1585435","KEY"
"1585432","KEY"
"451309","KEY"
"1585417","KEY"
"6101581","GROS"
"6114264","KEY"
"6114265","KEY"
"6117027","KEY"
"6095914","KEY"
"6097732","KEY"
"6125305","KEY"
"1531778","KEY"
"1531779","KEY"
"1532714","KEY"
"1532729","SPEZ"
"1533607","KEY"
"1331382","KEY"
"1414171","KEY"
"6121519","KEY"
"6126137","KEY"
"1527762","KEY"
"6119311","KEY"
"1528209","KEY"
"1528220","KEY"
"1528252","KEY"
"1528322","KEY"
"6124442","KEY"
"1528488","KEY"
"6097100","KEY"
"1529007","KEY"
"1529117","KEY"
"1529119","KEY"
"1524076","KEY"
"1528434","KEY"
"1170207","KEY"
"1528476","KEY"
"1528538","KEY"
"1528520","KEY"
"1528273","KEY"
"1528432","GROS"
"1468981","KEY"
"1487502","KEY"
"1494267","KEY"
"1494436","KEY"
"1529009","KEY"
"1529156","KEY"
"1528973","SPEZ"
"1528999","KEY"
"1529018","KEY"
"1529128","KEY"
"1529146","KEY"
"1529148","KEY"
"1529149","KEY"
"1529151","KEY"
"1526778","KEY"
"1527089","KEY"
"1527119","KEY"
"1527150","KEY"
"1527156","KEY"
"1527175","KEY"
"1527176","SPEZ"
"1527213","KEY"
"1527271","KEY"
"1527290","KEY"
"1527327","KEY"
"1527384","KEY"
"1527385","KEY"
"1527389","KEY"
"1527423","GKM"
"1527429","KEY"
"1527446","KEY"
"1527526","KEY"
"1527532","KEY"
"1527563","KEY"
"1527584","KEY"
"1527606","KEY"
"1527655","KEY"
"447696","KEY"
"6092459","KEY"
"6099369",""
"6103425","KEY"
"6114156","KEY"
"6115173","KEY"
"6119308","KEY"
"6119583","KEY"
"1529043","KEY"
"1281189","KEY"
"1370997","KEY"
"1442599","KEY"
"1114242","KEY"
"1143286","KEY"
"1231513","KEY"
"1249421","KEY"
"1313221","KEY"
"1342384","SPEZ"
"1386219","KEY"
"1390469","KEY"
"1391219","KEY"
"1391259","KEY"
"1395432","KEY"
"1399322","KEY"
"1408143","KEY"
"1409290","KEY"
"1409621","KEY"
"1414280","KEY"
"1431134","KEY"
"1432492","KEY"
"1434947","KEY"
"1451016","KEY"
"1453951","KEY"
"1454057","KEY"
"1454097","KEY"
"1454207","KEY"
"1454683","KEY"
"1463353","KEY"
"1472192","KEY"
"1477124","KEY"
"1478439","KEY"
"1481314","KEY"
"1482349","KEY"
"1482449","KEY"
"1487895","KEY"
"1488476","KEY"
"1489554","KEY"
"1490381","GROS"
"1490385","GROS"
"1490395","GROS"
"1490402","GROS"
"1492231","KEY"
"1492638","KEY"
"1493022","KEY"
"1493257","SPEZ"
"1494330","KEY"
"1497228","KEY"
"1499483","KEY"
"1503060","KEY"
"1505770","KEY"
"1508206","KEY"
"1508208","KEY"
"1509635","KEY"
"1511929","KEY"
"1512315","KEY"
"1516148","KEY"
"1517910","KEY"
"1517989","KEY"
"1518114","KEY"
"1523242","KEY"
"1165048","KEY"
"1529297","GKM"
"1529381","KEY"
"6092756","KEY"
"6114211","KEY"
"1525798","KEY"
"1525841","KEY"
"1525973","KEY"
"1526485","KEY"
"1526655","GKM"
"1528525","KEY"
"1528828","KEY"
"1528933","KEY"
"170848","KEY"
"218898","KEY"
"410816","KEY"
"692431","KEY"
"1529249","KEY"
"6114212","KEY"
"1417112","KEY"
"1529163","KEY"
"1529333","KEY"
"1529516","KEY"
"6118134","KEY"
"6119230","KEY"
"1529368","KEY"
"394532","KEY"
"1529505","KEY"
"1529506","KEY"
"1529622","KEY"
"6115590","KEY"
"6123476","KEY"
"1529527","KEY"
"1529562","KEY"
"1529565","KEY"
"1529573","KEY"
"1529620","KEY"
"1529709","KEY"
"1529712","KEY"
"1529507","KEY"
"1529623","GKM"
"1529764","KEY"
"1529677","KEY"
"6108115","KEY"
"1327715","KEY"
"6127399","KEY"
"1533782","KEY"
"1533675","KEY"
"6119281","KEY"
"6111612","KEY"
"1459285","KEY"
"1533772","GKM"
"1533800","KEY"
"1533834","KEY"
"1533932","KEY"
"1533940","KEY"
"6119671","KEY"
"6119672","KEY"
"6122017","KEY"
"1533995","KEY"
"1534048","KEY"
"6116542","KEY"
"1533889","KEY"
"6099392","SPEZ"
"1533903","KEY"
"1533962","KEY"
"1533974","KEY"
"1198749","KEY"
"1533959","KEY"
"1533960","KEY"
"1533963","KEY"
"1533964","KEY"
"1533966","KEY"
"1533967","KEY"
"1533968","KEY"
"1533969","KEY"
"1533971","KEY"
"1533972","KEY"
"1533973","KEY"
"1533979","KEY"
"1533981","KEY"
"1533983","KEY"
"1533984","KEY"
"1533985","KEY"
"1533987","KEY"
"1533988","KEY"
"1533989","KEY"
"1533990","KEY"
"1533991","KEY"
"690633","KEY"
"1191913","KEY"
"1501140","KEY"
"1533878","KEY"
"1533965","KEY"
"1533975","KEY"
"1533977","KEY"
"1533978","KEY"
"1533980","KEY"
"1533982","KEY"
"1534107","KEY"
"1534108","KEY"
"1534109","KEY"
"6092602","GKM"
"6105496","SPEZ"
"1416126","KEY"
"1534083","SPEZ"
"1197005","KEY"
"1400800","KEY"
"1416046","KEY"
"1534061","KEY"
"1534112","KEY"
"6094271",""
"6118927","KEY"
"1533976","KEY"
"1534116","KEY"
"1534133","KEY"
"6092601","GKM"
"6092603","GKM"
"6121081","SPEZ"
"1534031","KEY"
"1534063","KEY"
"1534172","KEY"
"6101136","GKM"
"1534152","KEY"
"1534173","KEY"
"6120302","KEY"
"1534071","KEY"
"1534190","KEY"
"1534202","KEY"
"1534028","SPEZ"
"1534171","KEY"
"6120416","KEY"
"6128548","KEY"
"1534249","KEY"
"1534240","KEY"
"6110335","KEY"
"532332","KEY"
"1534395","KEY"
"6096869","SPEZ"
"6103112","SPEZ"
"1534357","KEY"
"1534360","KEY"
"1427244","KEY"
"1534488","KEY"
"6124147","KEY"
"6124148","KEY"
"6124149","KEY"
"6125348","KEY"
"1534533","KEY"
"1534458","KEY"
"1534514","KEY"
"1534541","KEY"
"1534584","KEY"
"6128558","KEY"
"6129762","KEY"
"6131953","KEY"
"1534497","KEY"
"1534669","SPEZ"
"6121085","KEY"
"6128045","KEY"
"6128560","KEY"
"1534492","KEY"
"1417339","KEY"
"1534765","KEY"
"1534873","KEY"
"6104953","KEY"
"6128562","KEY"
"1534727","KEY"
"1534797","KEY"
"1441018","KEY"
"1534410","GKM"
"1534813","SPEZ"
"1534991",""
"6093281","KEY"
"6114938","KEY"
"1534928","KEY"
"1534962","KEY"
"1534970","KEY"
"6120660","KEY"
"6121978","KEY"
"6117892","KEY"
"1535100","KEY"
"6126517",""
"1534686","KEY"
"1491142","KEY"
"1535062","KEY"
"6108121","KEY"
"6123616",""
"6132706","SPEZ"
"1535206","KEY"
"6112092","KEY"
"6119357","KEY"
"6124463","GKM"
"1428168","KEY"
"6112140","KEY"
"6120881","KEY"
"6124824","KEY"
"1439865","KEY"
"1535228","KEY"
"6109414","KEY"
"1478568","KEY"
"1535321","GROS"
"1535243","KEY"
"1408968","KEY"
"6098812","SPEZ"
"1478493","KEY"
"6109818","KEY"
"1408180","KEY"
"1535425","KEY"
"1153611","KEY"
"1535360","KEY"
"1535370","KEY"
"1535371","KEY"
"1535386","KEY"
"6100475","KEY"
"1535420","KEY"
"1535478","KEY"
"1535597","SPEZ"
"1535450","KEY"
"1535557","KEY"
"1535564","KEY"
"6112525","KEY"
"1534960","KEY"
"1535282","KEY"
"1535519","GROS"
"1535589","KEY"
"1535616","KEY"
"1535622","KEY"
"6126994","KEY"
"1535520","GROS"
"6100997","KEY"
"1535737","KEY"
"1535745","KEY"
"6126441","KEY"
"1439056","KEY"
"1535652","KEY"
"1535720","KEY"
"1535678","KEY"
"1535703","KEY"
"1535704","KEY"
"1535768","KEY"
"1535695","KEY"
"1535698","KEY"
"1535712","KEY"
"6108986","KEY"
"6122129","KEY"
"1535770","KEY"
"6125421","KEY"
"6126509","KEY"
"6129725","KEY"
"1535845","KEY"
"1535847","KEY"
"1535859","KEY"
"1535864","KEY"
"1535889","KEY"
"1535890","KEY"
"1535891","KEY"
"1535892","KEY"
"1535893","KEY"
"1535949","KEY"
"1535950","KEY"
"1535959","KEY"
"6132248","KEY"
"1382579","KEY"
"1535526","KEY"
"6123167","KEY"
"1535927","KEY"
"1517112","GROS"
"1536006","KEY"
"1535888","KEY"
"1535914","KEY"
"1535925","KEY"
"1536078","KEY"
"1536118","KEY"
"6128574","KEY"
"1535980","KEY"
"1536149","KEY"
"6120217","KEY"
"1536036","KEY"
"1536037","GKM"
"6130696","KEY"
"1536163","KEY"
"1536195","KEY"
"6113374","KEY"
"1408726","KEY"
"1536014","KEY"
"6121374","KEY"
"1536266","KEY"
"111621","KEY"
"1536339","KEY"
"1536358","KEY"
"6130707","KEY"
"6130708","KEY"
"1536415","KEY"
"1536416","GKM"
"1536451","KEY"
"1536478","GROS"
"6116203","KEY"
"6093330","KEY"
"1536395","KEY"
"1536455","KEY"
"1536458","KEY"
"1536411","KEY"
"1536421","GKM"
"6094782","KEY"
"6094783","KEY"
"6137201","KEY"
"6109710","KEY"
"1536630","KEY"
"6092522","KEY"
"1536492","GROS"
"1536567","KEY"
"1536569","KEY"
"1536575","KEY"
"1536654","KEY"
"6137205","KEY"
"1406702","KEY"
"1422042","KEY"
"1536524","KEY"
"1536525","KEY"
"1536698","KEY"
"1536721","KEY"
"6108138","SPEZ"
"1536707","KEY"
"6129516","KEY"
"1451020","KEY"
"1536700","KEY"
"1536706","KEY"
"1537391","KEY"
"1475137","SPEZ"
"1538973","KEY"
"6095145","KEY"
"6095147","KEY"
"6095148","KEY"
"1536760","KEY"
"1537246","KEY"
"1537816","KEY"
"6134615","KEY"
"1538364","KEY"
"1541217","KEY"
"1538548","KEY"
"1539031","KEY"
"6095146","KEY"
"6131305","KEY"
"1536597","KEY"
"1539138","KEY"
"1540784","KEY"
"1538992","KEY"
"6133672","KEY"
"6136616","KEY"
"1541287","KEY"
"1541292","GROS"
"1541312","KEY"
"1406412","KEY"
"1541203","KEY"
"1541218","KEY"
"1541225","KEY"
"6120388","KEY"
"6139342","SPEZ"
"1540153","KEY"
"6137226","KEY"
"1541335","SPEZ"
"1541295","KEY"
"1541349","GROS"
"1551696","KEY"
"1541376","KEY"
"1541382",""
"1541385","SPEZ"
"6118242","KEY"
"1392890","KEY"
"6129576","KEY"
"1541465","KEY"
"6123387","KEY"
"6128453","KEY"
"1541545","KEY"
"1541560","KEY"
"6111075","KEY"
"1541474","KEY"
"1541476","KEY"
"1541477","KEY"
"6135381","SPEZ"
"6105134","KEY"
"6115863","KEY"
"1113012","KEY"
"1541614","KEY"
"1541619","KEY"
"6105510","KEY"
"1541647","KEY"
"1542088","KEY"
"1541649","KEY"
"6116574","KEY"
"1542162","KEY"
"1542270","SPEZ"
"1541511","KEY"
"1542338","KEY"
"1542382","KEY"
"1542404",""
"1542287","KEY"
"1542304","KEY"
"1552221","KEY"
"1542357","KEY"
"1542368","KEY"
"1542371","KEY"
"1542381","KEY"
"1542385","KEY"
"6114224","KEY"
"6135785","KEY"
"1505079","KEY"
"6119749","KEY"
"6135784","KEY"
"1542472","KEY"
"1542542","KEY"
"6118653","KEY"
"6123067","KEY"
"1542431","KEY"
"6121201","KEY"
"6138092","KEY"
"1542433","KEY"
"6118654","KEY"
"6121200","KEY"
"1542579","KEY"
"1557984","KEY"
"1542627","KEY"
"1542712","KEY"
"1558027","KEY"
"1542666","KEY"
"6131347","KEY"
"1542563","KEY"
"1542596","KEY"
"1542676","GKM"
"6117615","KEY"
"6127801","KEY"
"1440748","KEY"
"1542631","KEY"
"1542663","KEY"
"1542742","KEY"
"6141378","KEY"
"1542755","KEY"
"6123878","GROS"
"1542826","KEY"
"1542834","KEY"
"6135301","KEY"
"6136185","KEY"
"1463309","KEY"
"1542943",""
"1542845","KEY"
"6100490","KEY"
"1542936","KEY"
"1542939","KEY"
"1542982","KEY"
"1542992","KEY"
"6122145","KEY"
"1543034","KEY"
"1542928","KEY"
"1543004","KEY"
"1543014","KEY"
"6128442","KEY"
"1543071","KEY"
"1543082","KEY"
"1543111","KEY"
"1543067","KEY"
"1543102","KEY"
"1407597","KEY"
"1543202","KEY"
"6130885","KEY"
"1542963","SPEZ"
"1543083","KEY"
"1543270","KEY"
"1543302","KEY"
"1543299","KEY"
"1543303","KEY"
"1543105","KEY"
"6122146","KEY"
"6132933","KEY"
"6138625","KEY"
"1543378","KEY"
"1543319","KEY"
"1543362","KEY"
"1543431","KEY"
"1543521","KEY"
"1543528","SPEZ"
"1543435","KEY"
"1543552","KEY"
"1543575","KEY"
"1543507","KEY"
"1543509","KEY"
"1543626","KEY"
"1543664","GROS"
"1543499","KEY"
"1543530","KEY"
"6115652","KEY"
"6115653","KEY"
"6116732","KEY"
"1543580","KEY"
"1543609","KEY"
"6097006","KEY"
"6135525","KEY"
"6136123","KEY"
"6138812","KEY"
"1543632","KEY"
"6108147","KEY"
"1543740","KEY"
"6143890","KEY"
"1543751","KEY"
"1543828","KEY"
"6126644","KEY"
"6096407","KEY"
"1543768","KEY"
"1543858","KEY"
"6126391","KEY"
"1528449","KEY"
"1544036","GROS"
"1460512","KEY"
"1544018","KEY"
"1544024","KEY"
"1544070","GROS"
"6126639","KEY"
"6127491","KEY"
"6133535","KEY"
"6137358","KEY"
"1384961","KEY"
"1543943","KEY"
"1544041","KEY"
"1544105","KEY"
"6147668","KEY"
"1543852","KEY"
"6128461","KEY"
"6132307","KEY"
"1179684","KEY"
"1543950","SPEZ"
"1543958","KEY"
"1543961","KEY"
"1543982","KEY"
"1543983","KEY"
"1543988","KEY"
"1544045","SPEZ"
"6130288","KEY"
"6138629","KEY"
"6104965","GKM"
"6139643","KEY"
"1544072","KEY"
"1544085","KEY"
"1544183","KEY"
"1544108","KEY"
"1544117","KEY"
"1544204","KEY"
"1544205","KEY"
"6105141","SPEZ"
"6092164","KEY"
"1524670","KEY"
"1524937","KEY"
"1544280","KEY"
"1544155","KEY"
"1544262","KEY"
"1544133","KEY"
"1544257","KEY"
"6138751","KEY"
"6149218","KEY"
"6149219","KEY"
"1544350","KEY"
"1544452","KEY"
"1544214","KEY"
"1544220","KEY"
"1544326","KEY"
"6103322","KEY"
"6094286","KEY"
"1544362","KEY"
"1544376","KEY"
"1544377","KEY"
"1544385","KEY"
"6143899","KEY"
"1544493","KEY"
"1544500","GKM"
"1544555","KEY"
"1544582","KEY"
"1544603","KEY"
"1544604","KEY"
"6118270","SPEZ"
"1544566","KEY"
"6104835","KEY"
"6140640","KEY"
"119263","KEY"
"1544554","KEY"
"1544517","KEY"
"1544556","KEY"
"1544557","KEY"
"1544617","KEY"
"1544629","KEY"
"1526289","KEY"
"164057","KEY"
"1544298","KEY"
"1544588","GKM"
"1544675","KEY"
"6128995","KEY"
"6140638","KEY"
"6140634","KEY"
"1544551","KEY"
"6138706","KEY"
"6140630","KEY"
"6140632","KEY"
"6140636","KEY"
"1460447","KEY"
"1544626","KEY"
"1544631","KEY"
"1544650","KEY"
"1544708","KEY"
"1544801","KEY"
"1544738","KEY"
"1503637","KEY"
"1544733","KEY"
"6127512","KEY"
"6147054","KEY"
"1354974","KEY"
"1544735","KEY"
"1544835","KEY"
"6131312","KEY"
"6147237","KEY"
"6133209","KEY"
"1544819","KEY"
"6143904","SPEZ"
"1544841","KEY"
"6138940","KEY"
"6115882","KEY"
"6141001","KEY"
"1273232","KEY"
"1545006","KEY"
"6125172","KEY"
"1545095","KEY"
"6145665","KEY"
"1354409","KEY"
"6138754","KEY"
"6140326","KEY"
"1545178","KEY"
"6126191","GKM"
"6128851","KEY"
"6129219","KEY"
"1545127","SPEZ"
"1545135","KEY"
"1372994","KEY"
"1544921","KEY"
"1545186","KEY"
"1545285","KEY"
"1457805","KEY"
"1545223","KEY"
"6116637","KEY"
"6145612","KEY"
"6153668","KEY"
"1392193","KEY"
"6128998","KEY"
"6129027","KEY"
"1268647","KEY"
"1525069","GROS"
"1545373","KEY"
"6126091","KEY"
"6146690","KEY"
"1544883","KEY"
"6129502","KEY"
"1545297","KEY"
"6151146","KEY"
"6117619","KEY"
"6130438","KEY"
"1547029","KEY"
"1545294","KEY"
"1546929","KEY"
"1547027","KEY"
"6116736","KEY"
"6137526","GROS"
"1552170","KEY"
"1552183","KEY"
"1434885","KEY"
"621191","KEY"
"1560564","KEY"
"6146033","KEY"
"6154081","GROS"
"1560385","KEY"
"1560394","KEY"
"1560401","KEY"
"1560430","KEY"
"1560503","KEY"
"1585731","KEY"
"1585596","KEY"
