"JOIN_NO","EXT_KEY"
"1441690","KEY"
"1441744","KEY"
"1441748","KEY"
"1441762","KEY"
"1441819","KEY"
"1441866","SPEZ"
"1441966","KEY"
"1441972","KEY"
"1441989","KEY"
"1442025","KEY"
"1442042","KEY"
"1442055","GKM"
"1442109","KEY"
"1442181","KEY"
"1442191","KEY"
"1442192","KEY"
"1442258","KEY"
"1442271","KEY"
"1442290","SPEZ"
"1442374","KEY"
"1442455","KEY"
"1442483","KEY"
"1442548","GKM"
"1442640","KEY"
"1442647","KEY"
"1442649","KEY"
"1442665","KEY"
"1442700","SPEZ"
"1442754","KEY"
"1442857","KEY"
"1442876","KEY"
"1442980","KEY"
"1443025","KEY"
"1443217","SPEZ"
"1443218","SPEZ"
"1443227","KEY"
"1443247","KEY"
"1443293","KEY"
"1443378","KEY"
"1443426","KEY"
"1443510","KEY"
"1443528","KEY"
"1443664","KEY"
"1443788","KEY"
"1443820","KEY"
"1443844","KEY"
"1443848","KEY"
"1443949","KEY"
"1444031","KEY"
"1444036","KEY"
"1444061","KEY"
"1444101","KEY"
"1444157","KEY"
"1444229","KEY"
"1444297",""
"1444319","KEY"
"1444387","KEY"
"1444401","KEY"
"1444415","KEY"
"1444426","KEY"
"1444431","KEY"
"1444557","KEY"
"1444606","GKM"
"1444613","KEY"
"1444631","KEY"
"1444683","KEY"
"1444707","KEY"
"1444714","KEY"
"1444808","KEY"
"1444883","KEY"
"1444893","SPEZ"
"1444906","KEY"
"1444921","KEY"
"1444924","KEY"
"1444930","SPEZ"
"1444941","KEY"
"1444971","KEY"
"1445062","KEY"
"1445079","KEY"
"1445085","KEY"
"1445166","KEY"
"1445187","KEY"
"1445213","KEY"
"1445223","KEY"
"1445311","KEY"
"1445374","KEY"
"1445377","KEY"
"1445416","KEY"
"1445487","KEY"
"1445562","KEY"
"1445565","KEY"
"1445587","KEY"
"1445594","KEY"
"1445599","GROS"
"1445613","KEY"
"1445715","KEY"
"1445791","KEY"
"1445792","KEY"
"1445925","KEY"
"1445976","KEY"
"1445996","KEY"
"1446028","KEY"
"1446069","KEY"
"1446084","KEY"
"1446139","KEY"
"1446142","KEY"
"1446161","KEY"
"1446173","KEY"
"1446238","KEY"
"1446256","KEY"
"1446371","KEY"
"1446397","KEY"
"1446456","KEY"
"1446458","KEY"
"1446489","KEY"
"1446547","KEY"
"1446549","KEY"
"1446580","KEY"
"1446616","KEY"
"1446678","KEY"
"1446696","KEY"
"1446709","KEY"
"1446713","KEY"
"1446767","KEY"
"1446771","KEY"
"1446808","KEY"
"1446822","KEY"
"1446846","KEY"
"1446861","KEY"
"1446867","KEY"
"1446879","KEY"
"1446953","GKM"
"1446983","KEY"
"1447004","KEY"
"1447040","KEY"
"1447047","KEY"
"1447053","KEY"
"1447064","GROS"
"1447080","KEY"
"1447091","KEY"
"1447123","KEY"
"1447319","KEY"
"1447341","KEY"
"1447368","KEY"
"1447370","KEY"
"1447378","KEY"
"1447403","KEY"
"1447425","KEY"
"1447469","KEY"
"1447498","KEY"
"1447617","KEY"
"1447690","KEY"
"1447712","KEY"
"1447833","KEY"
"1447840","KEY"
"1447862","SPEZ"
"1447870","SPEZ"
"1447872","KEY"
"1447999","KEY"
"1448135","KEY"
"1448151","KEY"
"1448169","GKM"
"1448217","SPEZ"
"1448270","KEY"
"1448271","KEY"
"1448285","KEY"
"1448286","KEY"
"1448295","KEY"
"1448335","KEY"
"1448433","KEY"
"1448533","KEY"
"1448540","KEY"
"1448558","KEY"
"1448559","KEY"
"1448561","KEY"
"1448610","GROS"
"1448616","KEY"
"1448621","KEY"
"1448634","KEY"
"1448855","KEY"
"1448936","KEY"
"1448945","SPEZ"
"1448956","KEY"
"1449012","GROS"
"1449013","KEY"
"1449060","KEY"
"1449109","SPEZ"
"1449144","GROS"
"1449171","KEY"
"1449195","KEY"
"1449244","KEY"
"1449269","KEY"
"1449303","KEY"
"1449372","KEY"
"1449450","KEY"
"1449463","KEY"
"1449554","KEY"
"1449565","KEY"
"1449566","KEY"
"1449584","KEY"
"1449596","KEY"
"1449640","KEY"
"1449644","KEY"
"1449649","KEY"
"1449686","KEY"
"1449716","KEY"
"1449756","SPEZ"
"1449785","KEY"
"1449800","KEY"
"1449802","KEY"
"1449816","KEY"
"1449843","KEY"
"1449871","KEY"
"1449907","KEY"
"1449909","KEY"
"1449923","KEY"
"1449952","KEY"
"1450065","KEY"
"1450103","KEY"
"1450168","KEY"
"1450199","KEY"
"1450208","KEY"
"1450255","KEY"
"1450376",""
"1450381","KEY"
"1450424","KEY"
"1450443","KEY"
"1450471","KEY"
"1450535","KEY"
"1450550","KEY"
"1450617","KEY"
"1450679","KEY"
"1450705","KEY"
"1450707","KEY"
"1450719","KEY"
"1450815","KEY"
"1450883","KEY"
"1450896","KEY"
"1451064","KEY"
"1451121","KEY"
"1451149","KEY"
"1451234","KEY"
"1451239","KEY"
"1451242","KEY"
"1451361","KEY"
"1451444","SPEZ"
"1451575","KEY"
"1451586","KEY"
"1451655","KEY"
"1451670","KEY"
"1451675","GKM"
"1451688","SPEZ"
"1451699","KEY"
"1451729","KEY"
"1451751","KEY"
"1451773","GKM"
"1451905","KEY"
"1451919","KEY"
"1451993","KEY"
"1452008","KEY"
"1452009","KEY"
"1452015","KEY"
"1452061","KEY"
"1452066","KEY"
"1452094","KEY"
"1452102","KEY"
"1452148","KEY"
"1452244","KEY"
"1452288","KEY"
"1452319","KEY"
"1452324","KEY"
"1452364","KEY"
"1452368","KEY"
"1452399","KEY"
"1452410","KEY"
"1452456","KEY"
"1452469","KEY"
"1452557","GKM"
"1452566","KEY"
"1452588","KEY"
"1452659","KEY"
"1452699","KEY"
"1452766","KEY"
"1452823","KEY"
"1452892","KEY"
"1452909","KEY"
"1452910","KEY"
"1452950","KEY"
"1452963","KEY"
"1452965","KEY"
"1453013","KEY"
"1453014","KEY"
"1453030","KEY"
"1453051","KEY"
"1453080","KEY"
"1453084","KEY"
"1453098","KEY"
"1453110","KEY"
"1453114","KEY"
"1453115","KEY"
"1453120","KEY"
"1453165","KEY"
"1453199","KEY"
"1453201","KEY"
"1453230","KEY"
"1453294","KEY"
"1453300","KEY"
"1453304","KEY"
"1453320","KEY"
"1453371","KEY"
"1453375","KEY"
"1453389","KEY"
"1453397","KEY"
"1453495","KEY"
"1453576","KEY"
"1453639","KEY"
"1453668","GROS"
"1453673","KEY"
"1453692","KEY"
"1453795","KEY"
"1453820","KEY"
"1453830","KEY"
"1453853","KEY"
"1453872","KEY"
"1453903","KEY"
"1453969","KEY"
"1453996","KEY"
"1454013","KEY"
"1454014","KEY"
"1454068","KEY"
"1454154","KEY"
"1454156","KEY"
"1454179","KEY"
"1454185","KEY"
"1454224","KEY"
"1454226","KEY"
"1454251","KEY"
"1454297","KEY"
"1454299","KEY"
"1454334","KEY"
"1454431","KEY"
"1454532","KEY"
"1454538","KEY"
"1454593","KEY"
"1454727","KEY"
"1454765","KEY"
"1454821","KEY"
"1454859",""
"1454882","KEY"
"1454883","KEY"
"1454905","KEY"
"1454916","KEY"
"1454917","KEY"
"1454928","KEY"
"1454942","KEY"
"1454947","KEY"
"1454997","KEY"
"1455018","KEY"
"1455074","KEY"
"1455081","KEY"
"1455082","KEY"
"1455119","KEY"
"1455166","KEY"
"1455212","KEY"
"1455248","KEY"
"1455265","KEY"
"1455365","GROS"
"1455427","KEY"
"1455428","KEY"
"1455432","KEY"
"1455461","KEY"
"1455515","KEY"
"1455546","KEY"
"1455586","KEY"
"1455609","KEY"
"1455622","GROS"
"1455694","KEY"
"1455741","KEY"
"1455775","SPEZ"
"1455812","KEY"
"1455835","KEY"
"1455836","KEY"
"1455878","KEY"
"1455888","KEY"
"1455896","KEY"
"1455948","KEY"
"1456065","KEY"
"1456069","KEY"
"1456092","KEY"
"1456123","KEY"
"1456165","KEY"
"1456255","KEY"
"1456353","KEY"
"1456362","KEY"
"1456378","KEY"
"1456390","KEY"
"1456406","KEY"
"1456425","KEY"
"1456427","KEY"
"1456435","KEY"
"1456448","KEY"
"1456451","KEY"
"1456515","KEY"
"1456591","SPEZ"
"1456596","KEY"
"1456606","KEY"
"1456664","KEY"
"1456753","KEY"
"1456817","KEY"
"1456824","KEY"
"1456840","KEY"
"1456842","KEY"
"1456882","KEY"
"1456884","KEY"
"1456907","KEY"
"1456909","KEY"
"1456962","KEY"
"1456975","KEY"
"1457029","KEY"
"1457065","KEY"
"1457076","KEY"
"1457158","KEY"
"1457168","KEY"
"1457170","KEY"
"1457173","KEY"
"1457181","KEY"
"1457201","KEY"
"1457216","KEY"
"1457221","SPEZ"
"1457236","KEY"
"1457248","KEY"
"1457252","KEY"
"1457271","KEY"
"1457273","KEY"
"1457309","KEY"
"1457311","GROS"
"1457329","KEY"
"1457343","KEY"
"1457523","KEY"
"1457572","KEY"
"1457602","KEY"
"1460468","KEY"
"1464277","KEY"
"1464910","KEY"
"1465049","KEY"
"1471328","KEY"
"1476140",""
"1478837","KEY"
"1479726","KEY"
"1494320","GKM"
"1494986","KEY"
"1496822","KEY"
"1500628","GKM"
"1501455","KEY"
"1506783","GROS"
"1507199","KEY"
"1508245","KEY"
"1508446","GKM"
"1512848","KEY"
"1517189","KEY"
"1517733","KEY"
"1518062","KEY"
"1523815","KEY"
"1524130","KEY"
"1524702","KEY"
"1457399","KEY"
"1457462","KEY"
"1457466","GROS"
"1457484","KEY"
"1457485","KEY"
"1457489","KEY"
"1457501","KEY"
"1457638","KEY"
"1457647","KEY"
"1457678","KEY"
"1457712","KEY"
"1457735","KEY"
"1457739","KEY"
"1457750","KEY"
"1457798","KEY"
"1457830","KEY"
"1457845","KEY"
"1457864","KEY"
"1457877","KEY"
"1457890","KEY"
"1457891","KEY"
"1457921","KEY"
"1457925","KEY"
"1457972","KEY"
"1457980","KEY"
"1457993","KEY"
"1457994","KEY"
"1457996","KEY"
"1458012","KEY"
"1458046","KEY"
"1458054","KEY"
"1458060","KEY"
"1458063","KEY"
"1458064","KEY"
"1458069","KEY"
"1458086","KEY"
"1458093","SPEZ"
"1458112","KEY"
"1458124","KEY"
"1458166","KEY"
"1458169","KEY"
"1458204","KEY"
"1458265","KEY"
"1458269","KEY"
"1458327","KEY"
"1458353","KEY"
"1458379","KEY"
"1458396","KEY"
"1458400","KEY"
"1458401","KEY"
"1458439","KEY"
"1458498","KEY"
"1458506","KEY"
"1458518","KEY"
"1458528","KEY"
"1458551","KEY"
"1458572","KEY"
"1458585","KEY"
"1458615","KEY"
"1458639","KEY"
"1458663","KEY"
"1458664","KEY"
"1458672","KEY"
"1458709","GKM"
"1458710","KEY"
"1458838","KEY"
"1459001","KEY"
"1459029",""
"1459030","KEY"
"1459036","KEY"
"1459048","KEY"
"1459053","KEY"
"1459083","KEY"
"1459154","KEY"
"1459157","KEY"
"1459169","KEY"
"1459179","KEY"
"1459190","KEY"
"1459287","KEY"
"1459330","KEY"
"1459335","KEY"
"1459337","KEY"
"1459347","KEY"
"1459349","KEY"
"1459362","KEY"
"1459458","KEY"
"1459488","KEY"
"1459527","KEY"
"1459593","KEY"
"1459610","KEY"
"1459621","KEY"
"1459624","KEY"
"1459681","KEY"
"1459693","KEY"
"1459714","KEY"
"1459787","KEY"
"1459865","KEY"
"1459873","KEY"
"1459888","KEY"
"1459896","GROS"
"1459906","KEY"
"1459931","KEY"
"1459953","KEY"
"1459956","KEY"
"1460010","KEY"
"1460068","KEY"
"1460084","KEY"
"1460108","KEY"
"1460114","KEY"
"1460121","GKM"
"1460154","KEY"
"1460227","KEY"
"1460249","KEY"
"1460258","KEY"
"1460270","KEY"
"1460296","KEY"
"1460317","KEY"
"1460329","GROS"
"1460365","KEY"
"1460370","GROS"
"1460372","GROS"
"1460377","KEY"
"1460396","KEY"
"1460435","KEY"
"1460461","KEY"
"1460470","KEY"
"1460475","KEY"
"1460501","KEY"
"1460524","KEY"
"1460545","KEY"
"1460549","KEY"
"1460569","KEY"
"1460588","KEY"
"1460596","KEY"
"1460599","KEY"
"1460603","KEY"
"1460614","KEY"
"1460621","KEY"
"1460644","KEY"
"1460686","KEY"
"1460827","KEY"
"1460849","KEY"
"1460884","KEY"
"1460925","SPEZ"
"1460935","KEY"
"1460967","KEY"
"1460982","KEY"
"1461020","KEY"
"1461046","KEY"
"1461131","KEY"
"1461134","KEY"
"1461142","KEY"
"1461173",""
"1461175","KEY"
"1461199","KEY"
"1461234","KEY"
"1461261","KEY"
"1461263","KEY"
"1461268","KEY"
"1461301","KEY"
"1461345","KEY"
"1461411","KEY"
"1461418","KEY"
"1461421","KEY"
"1461425","KEY"
"1461427","KEY"
"1461433","KEY"
"1461436","KEY"
"1461464","AUSL"
"1461465","AUSL"
"1461467","KEY"
"1461489","KEY"
"1461501","KEY"
"1461517","KEY"
"1461535","KEY"
"1461626","KEY"
"1461633","KEY"
"1461643","KEY"
"1461658","KEY"
"1461662","KEY"
"1461675","KEY"
"1461680","KEY"
"1461688","KEY"
"1461690","KEY"
"1461850","KEY"
"1461862","KEY"
"1461881","KEY"
"1461901","KEY"
"1461904","KEY"
"1461926","KEY"
"1461934","KEY"
"1461955","KEY"
"1461983","KEY"
"1462024","KEY"
"1462042","KEY"
"1462074","KEY"
"1462077","KEY"
"1462105","KEY"
"1462106","KEY"
"1462107","KEY"
"1462108","KEY"
"1462134","KEY"
"1462150","KEY"
"1462169","KEY"
"1462184","KEY"
"1462274","KEY"
"1462297","KEY"
"1462322","KEY"
"1462392","KEY"
"1462414","KEY"
"1462417","KEY"
"1462436","SPEZ"
"1462444","KEY"
"1462515","KEY"
"1462582","GROS"
"1462586","KEY"
"1462622","KEY"
"1462631","KEY"
"1462679","KEY"
"1462701","KEY"
"1462720","KEY"
"1462721","KEY"
"1462744","KEY"
"1462802","KEY"
"1462811","KEY"
"1462830","KEY"
"1462872","KEY"
"1462923","KEY"
"1462938","KEY"
"1462942","KEY"
"1462950","KEY"
"1462951","KEY"
"1462964","KEY"
"1462971","KEY"
"1463022","KEY"
"1463034","KEY"
"1463044","KEY"
"1463049","KEY"
"1463060","KEY"
"1463061","KEY"
"1463062","KEY"
"1463112","KEY"
"1463114","KEY"
"1463175","KEY"
"1463178","KEY"
"1463180","KEY"
"1463223","KEY"
"1463235","GKM"
"1463236","GKM"
"1463237","KEY"
"1463297","KEY"
"1463306","KEY"
"1463311","KEY"
"1463312","KEY"
"1463313","KEY"
"1463314","KEY"
"1463318","KEY"
"1463320","KEY"
"1463321","KEY"
"1463339","KEY"
"1463356","KEY"
"1463358","KEY"
"1463361","KEY"
"1463372","KEY"
"1463376","KEY"
"1463380","KEY"
"1463473","KEY"
"1463490","KEY"
"1463537","KEY"
"1463557","KEY"
"1463625","KEY"
"1463676","KEY"
"1463717","KEY"
"1463752","KEY"
"1463761","KEY"
"1463764","KEY"
"1463770","SPEZ"
"1463817","KEY"
"1463819","KEY"
"1463894","KEY"
"1463941","KEY"
"1463950","KEY"
"1464007","KEY"
"1464019","KEY"
"1464020","KEY"
"1464032","KEY"
"1464052","KEY"
"1464099","KEY"
"1464178","KEY"
"1464181","KEY"
"1464237","SPEZ"
"1464271","KEY"
"1464299","KEY"
"1464310","KEY"
"1464360","GROS"
"1464363","KEY"
"1464375","KEY"
"1464377","KEY"
"1464387","SPEZ"
"1464405","KEY"
"1464450","KEY"
"1464455","KEY"
"1464456","GROS"
"1464466","KEY"
"1464496","KEY"
"1464515","KEY"
"1464523","KEY"
"1464580","GKM"
"1464603","KEY"
"1464605","KEY"
"1464627","KEY"
"1464642","KEY"
"1464652","GKM"
"1464738","GKM"
"1464755","KEY"
"1464849","KEY"
"1464869","KEY"
"1464888","KEY"
"1464891","KEY"
"1464914","KEY"
"1464915","KEY"
"1464916","KEY"
"1464919","KEY"
"1464927","KEY"
"1464948","KEY"
"1464981","KEY"
"1465017","KEY"
"1465072","KEY"
"1465075","KEY"
"1465092","KEY"
"1465119","KEY"
"1465242","KEY"
"1465280","KEY"
"1465283","KEY"
"1465295","KEY"
"1465299","KEY"
"1465308","KEY"
"1465342","KEY"
"1465389","KEY"
"1465395","KEY"
"1465449","SPEZ"
"1465453","KEY"
"1465491","KEY"
"1465614","KEY"
"1465693","KEY"
"1465699","KEY"
"1465761","KEY"
"1465866","KEY"
"1465874","KEY"
"1465879","KEY"
"1465915","KEY"
"1465927","KEY"
"1465931","KEY"
"1465974","KEY"
"1466036","KEY"
"1466062","KEY"
"1466165","KEY"
"1466228","KEY"
"1466303","KEY"
"1466313","KEY"
"1466400","KEY"
"1466455","KEY"
"1466472","KEY"
"1466473","KEY"
"1466478","KEY"
"1466479","KEY"
"1466524","KEY"
"1466551","KEY"
"1466611","KEY"
"1466634","KEY"
"1466640","KEY"
"1466657","KEY"
"1466680","KEY"
"1466692","KEY"
"1466698","KEY"
"1466751","KEY"
"1466785","KEY"
"1466800","KEY"
"1466809","KEY"
"1466849","KEY"
"1466866","KEY"
"1466877","GKM"
"1466941","KEY"
"1466942","KEY"
"1466998","KEY"
"1467001","KEY"
"1467035","KEY"
"1467096","KEY"
"1467109","KEY"
"1467112","KEY"
"1467128","KEY"
"1467137","KEY"
"1467139","KEY"
"1467213","KEY"
"1467351","KEY"
"1467360","KEY"
"1467385","KEY"
"1467430","KEY"
"1467448","KEY"
"1467460","KEY"
"1467463","KEY"
"1467483","KEY"
"1467542","KEY"
"1467545","KEY"
"1467546","KEY"
"1467547","KEY"
"1467552","GROS"
"1467634","KEY"
"1467697","KEY"
"1467723","KEY"
"1467741","KEY"
"1467766","KEY"
"1467811","KEY"
"1467829","GKM"
"1467848","KEY"
"1467895","KEY"
"1467898","SPEZ"
"1467901","KEY"
"1467917","KEY"
"1467928","KEY"
"1467945","SPEZ"
"1467989","KEY"
"1468052","KEY"
"1468063","KEY"
"1468077","KEY"
"1468088","KEY"
"1468105","KEY"
"1468185","KEY"
"1468261","KEY"
"1468277","KEY"
"1468280","KEY"
"1468310","KEY"
"1468320","KEY"
"1468427","GROS"
"1468431","KEY"
"1468433","KEY"
"1468445","KEY"
"1468471","KEY"
"1468473","KEY"
"1468500","KEY"
"1468562","KEY"
"1468607","KEY"
"1468680","KEY"
"1468693","KEY"
"1468735","KEY"
"1468739","KEY"
"1468753","KEY"
"1468807","KEY"
"1468911","KEY"
"1468914","KEY"
"1468939","KEY"
"1468964","KEY"
"1468974","KEY"
"1468977","KEY"
"1468989","KEY"
"1468998","GROS"
"1469052","KEY"
"1469097","KEY"
"1469148","KEY"
"1469163","KEY"
"1469169","KEY"
"1469182","KEY"
"1469216","KEY"
"1469220","KEY"
"1469248","KEY"
"1469265","KEY"
"1469279","KEY"
"1469321","KEY"
"1469324","GKM"
"1469329","KEY"
"1469365","KEY"
"1469393",""
"1469405","KEY"
"1469456","KEY"
"1469459","GROS"
"1469461","KEY"
"1469483","KEY"
"1469511","KEY"
"1469525","KEY"
"1469542","KEY"
"1469553","KEY"
"1469554","KEY"
"1469583","KEY"
"1469638","SPEZ"
"1469642","KEY"
"1469644","KEY"
"1469656","KEY"
"1469677","KEY"
"1469787","KEY"
"1469839","KEY"
"1469878","GKM"
"1469880","KEY"
"1469898","SPEZ"
"1469913","KEY"
"1469933","KEY"
"1469998","KEY"
"1470034","KEY"
"1470094","KEY"
"1470109","KEY"
"1470126","KEY"
"1470139","KEY"
"1470150","KEY"
"1470156","KEY"
"1470165","KEY"
"1470201","KEY"
"1470214",""
"1470238","KEY"
"1470244","KEY"
"1470268","KEY"
"1470280","KEY"
"1470295","KEY"
"1470310","KEY"
"1470357","KEY"
"1470403","KEY"
"1470441","KEY"
"1470511","KEY"
"1470514","KEY"
"1470518","KEY"
"1470523","KEY"
"1470531","KEY"
"1470570","KEY"
"1470591","KEY"
"1470613","KEY"
"1470664","KEY"
"1470678","KEY"
"1470699","GKM"
"1470702","KEY"
"1470708","SPEZ"
"1470709","KEY"
"1470710","KEY"
"1470715","KEY"
"1470718","KEY"
"1470719","KEY"
"1470720","KEY"
"1470749","KEY"
"1470806","KEY"
"1470809","KEY"
"1470836","KEY"
"1470837","KEY"
"1470838","KEY"
"1470901","KEY"
"1470905","KEY"
"1470939","KEY"
"1470957","KEY"
"1470963","KEY"
"1470994","KEY"
"1470995","KEY"
"1471000","KEY"
"1471018","KEY"
"1471025","KEY"
"1471028","KEY"
"1471096","KEY"
"1471115","KEY"
"1471143","KEY"
"1471233","KEY"
"1471240","SPEZ"
"1471243","KEY"
"1471256","KEY"
"1471292","KEY"
"1471302","KEY"
"1471310","KEY"
"1471331","KEY"
"1471344","KEY"
"1471346","KEY"
"1471358","KEY"
"1471374","KEY"
"1471394","KEY"
"1471409","KEY"
"1471419","KEY"
"1471423","KEY"
"1471448","KEY"
"1471462","GROS"
"1471464","KEY"
"1471483","KEY"
"1471489","KEY"
"1471548","KEY"
"1471554","KEY"
"1471557","KEY"
"1471567","KEY"
"1471570","KEY"
"1471578","KEY"
"1471612","KEY"
"1471613","KEY"
"1471649","KEY"
"1471655","KEY"
"1471657","KEY"
"1471672","KEY"
"1471679","KEY"
"1471727","KEY"
"1471742","KEY"
"1471743","KEY"
"1471744","KEY"
"1471745","KEY"
"1471803","KEY"
"1471830","KEY"
"1471846","KEY"
"1471891","KEY"
"1471915","KEY"
"1471916","KEY"
"1471917","KEY"
"1471968","KEY"
"1472001","KEY"
"1472059","KEY"
"1472198","KEY"
"1472203","KEY"
"1472215","KEY"
"1472223","KEY"
"1472225","KEY"
"1472228","KEY"
"1472231","KEY"
"1472295","KEY"
"1472296","KEY"
"1472341","KEY"
"1472484","KEY"
"1472485","KEY"
"1472541","KEY"
"1472550","KEY"
"1472620","KEY"
"1472633","KEY"
"1472634","KEY"
"1472645","KEY"
"1472676","KEY"
"1472686","KEY"
"1472701","KEY"
"1472702","KEY"
"1472733","KEY"
"1472742","KEY"
"1472745","KEY"
"1472787","KEY"
"1472797","KEY"
"1472809","KEY"
"1472815","KEY"
"1472825","KEY"
"1472850","KEY"
"1472853","KEY"
"1472864","KEY"
"1472868","KEY"
"1472877","KEY"
"1472880","KEY"
"1472883","KEY"
"1472888","SPEZ"
"1472898","KEY"
"1472919","KEY"
"1472938","KEY"
"1472941","KEY"
"1472949","KEY"
"1473059","KEY"
"1473074","KEY"
"1473124","KEY"
"1473184","KEY"
"1473245","KEY"
"1473246","KEY"
"1473312","SPEZ"
"1473343","KEY"
"1473408","KEY"
"1473427","KEY"
"1473467","KEY"
"1473503","KEY"
"1473535","KEY"
"1473612","GKM"
"1473652","KEY"
"1473729","KEY"
"1473736","KEY"
"1473798","KEY"
"1473929",""
"1474014","KEY"
"1474085","KEY"
"1474114","KEY"
"1474175","KEY"
"1474197","KEY"
"1474222","KEY"
"1474251","KEY"
"1474255","KEY"
"1474256","KEY"
"1474272","KEY"
"1474351","KEY"
"1474416","KEY"
"1474429","KEY"
"1474461","KEY"
"1474472","KEY"
"1474498","KEY"
"1474508","KEY"
"1474526","KEY"
"1474584","KEY"
"1474621","KEY"
"1474623","KEY"
"1474624","KEY"
"1474627","KEY"
"1474631","KEY"
"1474668","KEY"
"1474747","KEY"
"1474759","KEY"
"1474774","KEY"
"1474787","GKM"
"1474864","KEY"
"1474899","KEY"
"1474921","KEY"
"1474937","KEY"
"1474982","KEY"
"1475019","KEY"
"1475072","KEY"
"1475089","KEY"
"1475094","KEY"
"1475155","KEY"
"1475197","KEY"
"1475205","KEY"
"1475286","GKM"
"1475341","KEY"
"1475366","KEY"
"1475367","KEY"
"1475392","KEY"
"1475447","KEY"
"1475533","KEY"
"1475585","KEY"
"1475628","KEY"
"1475681","KEY"
"1475693","KEY"
"1475702","KEY"
"1475714","KEY"
"1475726","KEY"
"1475728","KEY"
"1475730","KEY"
"1475770","KEY"
"1475780","KEY"
"1475907","KEY"
"1475936","KEY"
"1475951","KEY"
"1476050","KEY"
"1476078","SPEZ"
"1476102","KEY"
"1476118","KEY"
"1476121","KEY"
"1476144","SPEZ"
"1476283","GROS"
"1476297","KEY"
"1476307","KEY"
"1476323","KEY"
"1476335","KEY"
"1476364","KEY"
"1476381","KEY"
"1476388","KEY"
"1476437","KEY"
"1476445","KEY"
"1476592","KEY"
"1476593","KEY"
"1476652","KEY"
"1476705","KEY"
"1476708","KEY"
"1476806","KEY"
"1476823","KEY"
"1476878","KEY"
"1476937","KEY"
"1476941","KEY"
"1477006","KEY"
"1477051","KEY"
"1477066","KEY"
"1477074","KEY"
"1477115","KEY"
"1477121","GROS"
"1477151","KEY"
"1477160","KEY"
"1477167","KEY"
"1477195","KEY"
"1477200","KEY"
"1477214","KEY"
"1477221","KEY"
"1477225","GROS"
"1477226","GROS"
"1477231","KEY"
"1477340","KEY"
"1477388","KEY"
"1477403","SPEZ"
"1477443","KEY"
"1477448","KEY"
"1477455","KEY"
"1477494","KEY"
"1477500","SPEZ"
"1477518","KEY"
"1477524","KEY"
"1477549","KEY"
"1477585","KEY"
"1477590","KEY"
"1477608","KEY"
"1477614","KEY"
"1477652","KEY"
"1477657","KEY"
"1477679","KEY"
"1477692","KEY"
"1477694","KEY"
"1477719","GROS"
"1477794","KEY"
"1477858","KEY"
"1477865","KEY"
"1477866","KEY"
"1477883","KEY"
"1477884","KEY"
"1477889","KEY"
"1477913","KEY"
"1477930","KEY"
"1477937","KEY"
"1477982","KEY"
"1477993","KEY"
"1477999","KEY"
"1478025","KEY"
"1478026","KEY"
"1478042","KEY"
"1478049","SPEZ"
"1478055","KEY"
"1478084","SPEZ"
"1478090","KEY"
"1478156","KEY"
"1478254","KEY"
"1478300","KEY"
"1478308","KEY"
"1478361","KEY"
"1478371","KEY"
"1478376","KEY"
"1478404","KEY"
"1478417","KEY"
"1478424","KEY"
"1478426","KEY"
"1478444","KEY"
"1478446","SPEZ"
"1478530","KEY"
"1478536","KEY"
"1478564","KEY"
"1478604","KEY"
"1478607","KEY"
"1478614","KEY"
"1478620","KEY"
"1478683","KEY"
"1478734","KEY"
"1478773","KEY"
"1478790","KEY"
"1478801","KEY"
"1478861","KEY"
"1478866","KEY"
"1478876","KEY"
"1478922","KEY"
"1478934","KEY"
"1478959","KEY"
"1478979","KEY"
"1479001","KEY"
"1479041","KEY"
"1479063","KEY"
"1479080","KEY"
"1479098","KEY"
"1479107","KEY"
"1479128","KEY"
"1479129","KEY"
"1479146","KEY"
"1479147","KEY"
"1479162","KEY"
"1479187","KEY"
"1479190","KEY"
"1479193","KEY"
"1479254","KEY"
"1479258","KEY"
"1479275","KEY"
"1479277","KEY"
"1479282","KEY"
"1479299","KEY"
"1479300","KEY"
"1479322","KEY"
"1479332","KEY"
"1479361","KEY"
"1479369","SPEZ"
"1479378","KEY"
"1479410","KEY"
"1479418","AUSL"
"1479432","KEY"
"1479498","KEY"
"1479501","KEY"
"1479527","KEY"
"1479568","KEY"
"1479620","KEY"
"1479633",""
"1479671","KEY"
"1479683","KEY"
"1479684","KEY"
"1479724","KEY"
"1479725","KEY"
"1479735","KEY"
"1479816","KEY"
"1479863","KEY"
"1479971","KEY"
"1479975","KEY"
"1480007","KEY"
"1480099","KEY"
"1480142","GROS"
"1480143","GROS"
"1480173","GROS"
"1480174","GROS"
"1480184","KEY"
"1480208","KEY"
"1480214","KEY"
"1480227","GROS"
"1480238","KEY"
"1480247","KEY"
"1480259","KEY"
"1480282","KEY"
"1480314","GROS"
"1480316","GROS"
"1480340","KEY"
"1480343","KEY"
"1480392","SPEZ"
"1480417","KEY"
"1480424","KEY"
"1480427","KEY"
"1480435","KEY"
"1480436","KEY"
"1480477","KEY"
"1480525","KEY"
"1480527","KEY"
"1480540","KEY"
"1480541","KEY"
"1480557","KEY"
"1480579","KEY"
"1480583","KEY"
"1480600","KEY"
"1480603","KEY"
"1480606","KEY"
"1480615","KEY"
"1480618","KEY"
"1480667","KEY"
"1480677","KEY"
"1480732","KEY"
